post_time,likes,reposts,comments,user_id,repost_message,source,message,type,message_id,quarter
2020-03-08 13:03:00,83109,38405,12003,185,#给女孩# 愿你被这个世界温柔以待，心中撷满爱。  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 13:30:00,52917,26304,11919,157,#给女孩# 愿你被这个世界温柔以待 心中撷满爱  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 13:36:00,320605,122060,62966,61,#给女孩# #晒晒最美的她#愿你被这个世界温柔以待，心中撷满爱  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 13:44:00,50010,13097,15668,103,#给女孩# 愿你被这个世界温柔以待，心中撷满爱  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 13:49:00,46528,30328,11324,202,#给女孩# 愿你被这个世界温柔以待，祝愿你们 幸福 健康 快乐 节日快乐！  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 13:51:00,56378,2977,3709,149,#给女孩# #晒晒最美的她# 愿你被这个世界温柔以待，心中撷满爱。爱在春日里，爱在你身旁，感谢每一个女孩的坚守与付出❤️  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 13:52:00,55433,41692,20877,58,#给女孩# 愿你被这个世界温柔以待，心中撷满爱  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 14:01:00,400505,174555,115085,176,最美的你们，节日快乐  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 14:05:00,44952,52168,10380,167,#给女孩# 节日快乐，愿你们被这个世界温柔对待，愿你们的生命被包裹着爱  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 14:10:00,14126,3732,6086,106,女神节快乐❤️向最美的她们致敬  ,央视新闻,#最美的她#【#女货车司机主动为武汉送物资#】2月3日，货车司机谢琳主动报名运送物资去武汉。“想早点让护士穿上防护服。”2月5日，从武汉返回后，她一个人在车上自我隔离。隔离期满后，她再去武汉，运送医院急需的呼吸机。她说：“春天到了，最盼望的事情就是疫情赶快过去！”@腾讯新闻 http://t.cn/A67mTiel ,6,52.0,2020-01-01
2020-03-08 14:13:00,4633,907,1400,135,#给女孩##晒晒最美的她# 愿所有的善良和美好都能被真心体会 愿每一个“你”都被这个世界温柔以待 心中撷满爱  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 14:33:00,54545,5666,3021,115,#给女孩# #晒晒最美的她# 愿你被这个世界温柔以待，致敬  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 14:33:00,54545,5666,3021,115,#给女孩# #晒晒最美的她# 愿你被这个世界温柔以待，致敬  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 15:04:00,15211,10206,1100,38,太棒了！！用实力说话的冠军！！！girls' power谢谢你～这是最好的节日礼物  ,央视新闻,【提气！#张伟丽成功卫冕UFC世界冠军#】今天，中国首位UFC冠军张伟丽，在UFC248的比赛中，不负众望击败波兰挑战者乔安娜，卫冕成功！去年，张伟丽开场仅42秒就TKO了对手！ 张伟丽在现场说：“我的祖国正在抗击疫情，参加这场比赛非常不容易。现在疫情已关系到全人类，希望大家共同努力！”@央视体育 http://t.cn/A67kMFkm ,0,53.0,2020-01-01
2020-03-08 15:19:00,4706,406,586,79,愿所有女性，节日快乐。❤️  #给女孩# #晒晒最美的她#  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 15:28:00,6945,282,2,158,祝每一位女性节日快乐！#愿你被这个世界温柔以待# #晒晒最美的她# #给女孩#  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 16:04:00,19934,7967,9499,172,#我的同乡英雄# 等您平安凯旋   ,央视新闻,【河北医疗队队员：#穿上纸尿裤回忆下童年#】“每天都有患者治愈出院，所有辛苦都值”；“像回到了童年，体会下穿纸尿裤的感觉”；“我是护士长，又有抗击非典经验，我不上谁上？”你被这些坚韧又可爱的医护人员圈粉了吗？点击→我为家乡医疗队打call 为#我的同乡英雄#点赞！转发祝福，平安凯旋！  [组图共9张] 原图 ,6,54.0,2020-01-01
2020-03-08 16:22:00,4868,170,355,92,#给女孩# #晒晒最美的她#愿你被这个世界温柔以待，心中撷满爱  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 16:28:00,7429,5129,3590,96,致敬逆行抗疫的巾帼力量！感谢你们在这个特殊的日子里温暖而有力的守护，武汉加油！中国加油！  ,共青团中央,【致敬每个战疫前线的她】《湖北保卫战》由@霍尊、@袁姗姗 和@经超经超 小年糕联袂演绎，在“三八”国际劳动妇女节推出，献给所有女性，特别是战斗在湖北武汉前线的巾帼英雄，向她们致以节日的问候和敬意！愿疫情早日退去，巾帼笑颜依旧。 共青团中央的微博视频  ,6,55.0,2020-01-01
2020-03-08 17:26:00,1352,21,84,192,祝福每一位女性朋友们节日快乐，还有一线抗疫的女性医务战士们，“巾帼不让须眉”用一双双手为我们撑起一片蓝天，你们每一位都是令人敬佩的英雄！ 希望音乐带给你们力量，节日快乐～  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 17:48:00,1077103,995960,322056,131,#给女孩# 祝愿所有女性节日快乐，#愿你被这个世界温柔以待#，愿你永远勇敢自由快乐善良。  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 19:00:00,17164,5068,4159,124,#给女孩# 有你才有更多美好.愿所有女性都能被世界温柔以待节日快乐  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 19:20:00,124057,351468,349249,171,每一个你，都是“宇宙中独一无二的色彩”，“愿你被这个世界温柔以待，心中撷满爱。” #给女孩# #晒晒最美的她#  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 19:21:00,16329,10789,11307,189,#给女孩# #晒晒最美的她#愿你被这个世界温柔以待  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 19:50:00,135559,91981,22223,60,#给女孩# #晒晒最美的她#青丝变成白发，梦想不败，do what you gonna do.  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 20:55:00,17226,15365,10608,99,#给女孩# #晒晒最美的她# 愿你被这个世界温柔以待，心中撷满爱  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-08 21:32:00,519140,672290,1000000,132,#给女孩# #晒晒最美的她# 愿你被这个世界温柔以待，心中撷满爱  ,人民日报,【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4 ,6,51.0,2020-01-01
2020-03-09 07:29:00,9587,339,519,55,❤️🙏//@章子怡:用实力征服对手，而不是满嘴脏话！中国女性力量，伟大而美丽！3.8快乐 查看图片  ,观察者网,【乔安娜赛前飙垃圾话，张伟丽：你闭嘴】3月6日，UFC中国首位冠军@张伟丽MMA 和她的卫冕战对手、前UFC冠军乔安娜首次面对面——在波兰人的垃圾话战术下，张伟丽淡淡地说了句：“闭嘴”。3月8日，#张伟丽成功卫冕#分歧判定2-1击败波兰挑战者乔安娜-耶德尔泽西克。  澎湃新闻的微博视频 @澎湃新闻  ,0,56.0,2020-01-01
2020-03-09 09:13:00,49873,13348,7501,118,#我的同乡英雄# 谢谢你们的付出，一定要保护好自己，等你们平安回家#我为家乡医疗队打call#  ,央视新闻,待到“陕西开胜壤”，再迎英雄“秦地看春色”！转起，为陕西医疗队打call，为#我的同乡英雄#点赞！ 点击→我为家乡医疗队打call  [组图共9张] 原图 ,6,57.0,2020-01-01
2020-03-09 20:31:00,14313,3702,5983,106,致敬#我的同乡英雄#，等你们平安回家❤️  ,央视新闻,#我的同乡英雄#【黑龙江医疗队：#最开心的事是患者冲我笑了#】“黑”夜终将过去！转起！为黑龙江医疗队打call！愿平安凯旋！点击→我为家乡医疗队打call  [组图共9张] 原图 ,6,58.0,2020-01-01
2020-03-09 20:48:00,15481,129030,18041,7,#我为家乡医疗队打call# 愿如约而至的不止春天，还有平安归来的你们！   ,央视新闻,#我的同乡英雄#【黑龙江医疗队：#最开心的事是患者冲我笑了#】“黑”夜终将过去！转起！为黑龙江医疗队打call！愿平安凯旋！点击→我为家乡医疗队打call  [组图共9张] 原图 ,6,58.0,2020-01-01
2020-03-10 15:36:00,146686,274815,149673,24,加油！盼早日平安归来！#我为家乡医疗队打call#  ,央视新闻,#我的同乡英雄#【四川医疗队：#0是最让我欣喜的数字#】川军雄起，等你们凯旋，火锅整起！转发，为四川医疗队打call！点击→我为家乡医疗队打call 为#我的同乡英雄#点赞！  [组图共9张] 原图 ,6,59.0,2020-01-01
2020-03-10 19:46:00,204480,113965,39333,90,致敬所有坚守一线的医护工作者，保护好自己，等你们凯旋！雄起#我为家乡医疗队打call#  ,央视新闻,#我的同乡英雄#【四川医疗队：#0是最让我欣喜的数字#】川军雄起，等你们凯旋，火锅整起！转发，为四川医疗队打call！点击→我为家乡医疗队打call 为#我的同乡英雄#点赞！  [组图共9张] 原图 ,6,59.0,2020-01-01
2020-03-11 20:25:00,80694,204314,21041,111,愿亲人都平安。  ,央视新闻,#我的同乡英雄#【四川医疗队：#0是最让我欣喜的数字#】川军雄起，等你们凯旋，火锅整起！转发，为四川医疗队打call！点击→我为家乡医疗队打call 为#我的同乡英雄#点赞！  [组图共9张] 原图 ,6,59.0,2020-01-01
2020-03-12 22:12:00,584106,1000000,51544,45,#我为家乡医疗队打call# 谢谢你们的付出，一定要保护好自己，希望每一位医护人员都能平安归来。  ,央视新闻,#我的同乡英雄#【重庆医疗队：#有危险时我们不遗余力#】同心战疫，不遗“渝”力，“渝”你同在！转起，为重庆医疗队打call！点击→我为家乡医疗队打call 为#我的同乡英雄#点赞！期待英雄们早日凯旋！  [组图共9张] 原图 ,6,60.0,2020-01-01
2020-03-15 14:10:00,6752,2710,1030,73,  ,人民日报,【#意大利女孩作画感谢中意合作抗疫#】意大利那不勒斯的18岁女孩奥罗拉（Aurora）的作品。“这幅画献给护士，医生以及那些从中国来帮助我们的人。希望战斗在第一线的他们能够看到。”加油！早日战胜疫情！#意大利女孩抗疫作品#  原图 ,6,61.0,2020-01-01
2020-03-16 11:10:00,329403,62792,47022,176,#我的同乡英雄# 等你们平安回家  ,央视新闻,#我的同乡英雄#【#令我感动的是病人也想保护我们#】“京”锐出战，“京”生为你，无怨无悔！点击→ 我为家乡医疗队打call 转起！为北京医疗队加油！  [组图共9张] 原图 ,6,62.0,2020-01-01
2020-03-16 18:10:00,6068,1580,986,73,你们是最美的“大白”，是最可爱的“蓝胖子”！挺身而出的天使们，辛苦啦！  ,央视新闻,#我的同乡英雄#【#令我感动的是病人也想保护我们#】“京”锐出战，“京”生为你，无怨无悔！点击→ 我为家乡医疗队打call 转起！为北京医疗队加油！  [组图共9张] 原图 ,6,62.0,2020-01-01
2020-03-17 11:37:00,128430,104053,24032,40,致敬英雄，平安回家  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 12:12:00,134120,67247,19467,173,感谢你们的付出，辛苦了！  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 12:25:00,42562,17287,17216,207,谢谢你们，逆行的白衣天使们，作为湖北人真心感谢你们对于家乡的无私援助  ,央视新闻,#支援湖北医疗队开始撤离#【#谢谢你为湖北拼过命#】转起！感谢英雄们的付出！辛苦了！（田悦 摄）  [组图共9张] 原图 ,6,64.0,2020-01-01
2020-03-17 12:32:00,55,9,7,153,#支援湖北医疗队开始撤离# 你们是英雄也是天使，感谢！致敬！#谢谢你为湖北拼过命# 你们辛苦了，平安回家！  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 12:44:00,8668,4156,3162,96,致敬！谢谢你们为湖北拼过命  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 12:58:00,3394,163,355,183,辛苦了！ 感謝你們的付出 你們是最美麗的英雄  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 12:59:00,169299,252129,568988,20,致敬每一位白衣战士，你们辛苦了，平安回家  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 13:18:00,1116100,1000000,218797,29,谢谢你们的辛苦付出，一路平安  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 13:32:00,1311,1046,1032,143,#谢谢你为湖北拼过命#致敬每一位英雄 平安回家❤️❤️❤️❤️❤️  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 13:51:00,13745,6359,10932,106,谢谢你们，辛苦了，回家一路平安❤️  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 13:51:00,126460,293363,302477,171,致敬英雄！平安回家❤️  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 13:51:00,62385,2891,2877,149,感谢战疫有你，辛苦了！平安回家❤️  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 13:59:00,51927,13151,8479,118,致敬所有的逆行战士们，感谢你们的辛苦付出，请一定平安回来  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 14:14:00,121493,86664,40482,188,感谢你们的辛苦付出，平安回家  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 14:19:00,2587,108,162,161,谢谢你们，愿你们健康平安！  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 14:25:00,189869,104649,30580,59,感谢你们的辛苦付出，等你们归来！  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 14:29:00,4801,97,419,23,致敬我們的英雄！歡迎你們回家！#謝謝你為湖北拼過命#  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 14:56:00,18796,11692,11566,88,感謝你們，辛苦了！  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 15:14:00,4317,2615,2545,102,白衣天使辛苦啦，致敬英雄们回家❤️  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 15:18:00,556085,150684,83382,176,谢谢你们，回家好好休息  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 15:30:00,1190755,1000000,323625,131,感谢你们的付出，辛苦了！平安回家，好好休息。  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 15:36:00,326066,304815,152535,148,致敬每一位白衣英雄，谢谢你们，平安回家  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 15:38:00,39662,33216,14828,201,向每一位英雄致敬！平安回家  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 15:47:00,11278,11283,10141,57,辛苦了英雄们，平安回家。🙏  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 15:54:00,630659,1000000,53005,45,感谢英雄们的辛苦付出，回家好好休息  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 16:05:00,98434,75345,17419,48,向英雄们致敬 你们辛苦了   ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 16:46:00,150943,61606,84535,70,感谢你们的辛苦付出，向你们致敬，回家好好休息  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 17:40:00,6533,5196,19936,7,致敬每一位前线英雄，感谢你们的付出，感谢你们家人的支持  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 17:53:00,68158,21320,6798,163,致敬战疫英雄，平安回家，感恩  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 18:18:00,23843,11383,9330,172,感恩   ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 18:29:00,50015,20803,12200,202,谢谢白衣天使的辛苦付出，平安回家  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 18:32:00,53751,3576,2670,115,致敬白衣战士，谢谢你们的付出，好好休息  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 18:32:00,53752,3576,2670,115,致敬白衣战士，谢谢你们的付出，好好休息  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
2020-03-17 19:09:00,31904,28900,23528,194,致敬战疫英雄！感谢你们的付出，辛苦了！平安归家，好好休息❤️  ,央视新闻,#白衣天使谢谢你#【转发！#谢谢你为湖北拼过命#】  原图 ,6,63.0,2020-01-01
